"collected_time","url","keyword","category","goods_name"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","(C132)대천김 재래도시락김(5g,9매)X32봉"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","장흥 친환경 장흥 무산김 김밥김 일반김 100매"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","[당일발송]지주식 곱창김 100장 1속   지주식 곱창김 100매"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,과자,스낵","김부각"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","2018년 신안 완도 햇곱창김 최상급 토종 자연산돌김"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","민속고향김 3호 선물세트"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","김가루 300gX1봉"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","완도 김 재래김 돌김 곱창김 파래김 생김"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","최상품 해남 재래김 곱창김 돌김100장 7일 한정세일"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","별맛김 광천김 광천별맛김 김선물세트 파래김"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","대천김 조미구이 재래김 20g"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,반찬,기타반찬류","눈꽃 김부각 100g"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","현대수산맛김 보령 대천김 전장 5매 x 30봉"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","최상품 곱창김 재래김 돌김 100장 7일간 특가세일"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","[대천김] 재래 도시락김 총 128봉"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","늘품애 황금빛 광천도시락김 4g"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","본사배송 달인 김병만의 광천김 재래도시락16봉+파래도시락16봉"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,반찬,기타반찬류","화사 김부각1kg"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,생선,연어/훈제연어","밥강도 임가네 특제 연어장, 임가네 김부각"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","[명가김]명가참좋은돌김세트(3캔)"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","수(秀) 건파래 500g 절단"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","국내산 햇 파래김 100장 전남 해남 생산"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","청정원 들기름 재래김 도시락김 18개"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,반찬,기타반찬류","임가네김부각 임가네 김부각"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","[바다소리] 생돌김 전장(4매) 10봉"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","광천김 간장에 찍어먹는 구운 무조미 파래전장김세트"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","[당일발송][늘품애] 황금빛 김이 가득광천도시락김 190원 외골라담기 모음전!   우리집 식탁의 밥도둑!"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","식품,수산,김/해초,김","[제일제당창립65주년][58%할인]비비고한식간장김자반20gX3"
"2018-11-12 14:49:11","https://search.shopping.naver.com/search/all.nhn?frm=NVSHATC&query=%EA%B9%80","김","사조 재래/파래 전장김 9봉+추가증정"
